date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,mintempm_1,mintempm_2,maxtempm_1,maxtempm_2,maxhumidity_1,maxhumidity_2,minhumidity_1,minhumidity_2
2016-10-29,28,24,1010.51,94,54,31,24,25,22,1013,1009,0.0,24,25,31,32,94,94,58,57
2016-10-30,28,24,1011.54,94,58,31,24,25,23,1014,1009,0.0,25,25,32,32,94,94,57,50
2016-10-31,28,24,1013.16,94,57,32,25,26,22,1016,1011,0.0,25,24,32,33,94,94,50,50
2016-11-01,28,24,1012.05,94,50,32,25,25,23,1015,1010,0.0,24,25,33,32,94,94,50,53
2016-11-02,28,23,1012.13,94,50,33,24,25,21,1015,1010,0.0,25,24,32,28,94,94,53,70
2016-11-03,28,24,1012.21,94,53,32,25,26,22,1015,1010,5.0,24,21,28,23,94,95,70,85
2016-11-04,26,24,1010.51,94,70,28,24,25,22,1014,1008,7.0,21,20,23,29,95,94,85,51
2016-11-05,22,21,1007.14,95,85,23,21,22,21,1010,1004,10.0,20,20,29,29,94,94,51,36
2016-11-06,24,20,1007.0,94,51,29,20,22,18,1010,1005,0.0,20,18,29,30,94,88,36,29
2016-11-07,24,18,1009.09,94,36,29,20,21,15,1012,1007,0.0,18,17,30,30,88,88,29,26
2016-11-08,24,17,1010.91,88,29,30,18,21,14,1013,1009,0.0,17,18,30,30,88,83,26,32
2016-11-09,24,16,1011.79,88,26,30,17,19,11,1015,1009,0.0,18,19,30,30,83,88,32,42
2016-11-10,24,15,1011.48,83,32,30,18,19,12,1014,1009,0.0,19,20,30,30,88,88,42,33
2016-11-11,24,18,1011.88,88,42,30,19,20,16,1014,1010,0.0,20,19,30,31,88,94,33,34
2016-11-12,25,18,1013.15,88,33,30,20,21,13,1016,1011,0.0,19,20,31,30,94,94,34,37
2016-11-13,25,19,1014.2,94,34,31,19,21,16,1017,1012,0.0,20,20,30,29,94,88,37,27
2016-11-14,25,19,1013.36,94,37,30,20,21,14,1016,1011,0.0,20,18,29,29,88,78,27,22
2016-11-15,24,17,1013.23,88,27,29,20,20,14,1016,1011,0.0,18,16,29,29,78,88,22,23
2016-11-16,24,13,1013.8,78,22,29,18,17,9,1017,1012,0.0,16,17,29,29,88,88,23,31
2016-11-17,22,13,1013.73,88,23,29,16,16,8,1017,1011,0.0,17,17,29,29,88,83,31,24
2016-11-18,23,14,1012.22,88,31,29,17,16,10,1016,1009,0.0,17,16,29,28,83,88,24,30
2016-11-19,23,14,1011.06,83,24,29,17,16,10,1014,1009,0.0,16,17,28,28,88,94,30,36
2016-11-20,22,15,1011.59,88,30,28,16,17,13,1015,1009,0.0,17,17,28,28,94,94,36,33
2016-11-21,22,16,1011.16,94,36,28,17,18,13,1014,1009,0.0,17,17,28,29,94,94,33,36
2016-11-22,22,16,1010.78,94,33,28,17,18,14,1014,1008,0.0,17,17,29,28,94,100,36,38
2016-11-23,23,17,1011.12,94,36,29,17,18,14,1014,1009,0.0,17,16,28,28,100,97,38,29
2016-11-24,22,17,1011.44,100,38,28,17,19,14,1015,1009,0.0,16,17,28,29,97,94,29,34
2016-11-25,22,16,1010.5,97,29,28,16,19,12,1014,1007,0.0,17,17,29,28,94,94,34,46
2016-11-26,23,18,1010.5,94,34,29,17,20,16,1013,1008,0.0,17,17,28,28,94,94,46,47
2016-11-27,22,18,1010.27,94,46,28,17,21,16,1014,1007,0.0,17,17,28,30,94,94,47,31
2016-11-28,22,18,1011.2,94,47,28,17,20,16,1014,1009,0.0,17,18,30,28,94,94,31,41
2016-11-29,24,18,1012.87,94,31,30,17,20,15,1016,1011,0.0,18,19,28,29,94,94,41,43
2016-11-30,23,19,1014.21,94,41,28,18,21,16,1017,1012,0.0,19,18,29,29,94,94,43,36
2016-12-01,24,19,1014.54,94,43,29,19,21,17,1017,1012,0.0,18,18,29,29,94,94,36,36
2016-12-02,24,18,1014.69,94,36,29,18,21,16,1018,1013,0.0,18,18,29,28,94,94,36,38
2016-12-03,24,18,1015.95,94,36,29,18,20,15,1019,1014,0.0,18,16,28,28,94,94,38,44
2016-12-04,23,17,1015.82,94,38,28,18,19,15,1019,1014,0.0,16,16,28,27,94,94,44,40
2016-12-05,22,17,1014.63,94,44,28,16,20,14,1017,1012,0.0,16,16,27,28,94,94,40,33
2016-12-06,22,17,1014.8,94,40,27,16,18,15,1018,1012,0.0,16,16,28,28,94,88,33,31
2016-12-07,22,16,1013.41,94,33,28,16,18,13,1017,1011,0.0,16,15,28,25,88,94,31,42
2016-12-08,22,15,1012.3,88,31,28,16,17,13,1015,1010,0.0,15,13,25,25,94,94,42,37
2016-12-09,20,15,1011.05,94,42,25,15,17,13,1014,1008,0.0,13,13,25,25,94,100,37,34
2016-12-10,19,15,1011.4,94,37,25,13,16,14,1014,1009,0.0,13,13,25,26,100,94,34,31
2016-12-11,19,14,1011.37,100,34,25,13,15,12,1014,1009,0.0,13,14,26,25,94,94,31,34
2016-12-12,20,13,1011.59,94,31,26,13,15,10,1015,1010,0.0,14,13,25,24,94,94,34,29
2016-12-13,20,12,1012.54,94,34,25,14,14,10,1016,1011,0.0,13,13,24,25,94,88,29,29
2016-12-14,18,12,1013.39,94,29,24,13,14,9,1017,1012,0.0,13,11,25,27,88,88,29,37
2016-12-15,19,12,1014.11,88,29,25,13,14,9,1017,1012,0.0,11,15,27,26,88,88,37,36
2016-12-16,19,12,1014.59,88,37,27,11,15,10,1018,1012,0.0,15,14,26,25,88,88,36,34
2016-12-17,20,13,1013.73,88,36,26,15,16,11,1017,1011,0.0,14,13,25,25,88,94,34,34
2016-12-18,20,14,1014.8,88,34,25,14,16,10,1018,1013,0.0,13,14,25,26,94,94,34,35
2016-12-19,19,14,1014.09,94,34,25,13,16,12,1017,1012,0.0,14,13,26,25,94,95,35,32
2016-12-20,20,13,1013.5,94,35,26,14,17,10,1017,1011,0.0,13,13,25,25,95,94,32,39
2016-12-21,19,13,1013.53,95,32,25,13,15,10,1016,1011,0.0,13,16,25,26,94,94,39,49
2016-12-22,19,15,1012.59,94,39,25,13,18,13,1016,1010,0.0,16,15,26,27,94,100,49,44
2016-12-23,21,16,1011.07,94,49,26,16,19,13,1014,1008,0.0,15,15,27,27,100,100,44,46
2016-12-24,21,17,1011.04,100,44,27,15,20,14,1014,1009,0.0,15,15,27,29,100,94,46,39
2016-12-25,21,18,1012.36,100,46,27,15,20,15,1015,1010,0.0,15,17,29,26,94,94,39,42
2016-12-26,22,17,1012.09,94,39,29,15,19,15,1015,1010,0.0,17,15,26,22,94,94,42,64
2016-12-27,22,16,1014.21,94,42,26,17,18,13,1018,1011,0.0,15,14,22,24,94,100,64,56
2016-12-28,18,15,1014.67,94,64,22,15,17,13,1018,1012,0.0,14,14,24,25,100,94,56,42
2016-12-29,19,16,1014.93,100,56,24,14,17,13,1018,1012,0.0,14,14,25,26,94,94,42,42
2016-12-30,20,15,1014.95,94,42,25,14,17,13,1018,1013,0.0,14,14,26,25,94,100,42,50
2016-12-31,20,15,1014.68,94,42,26,14,17,13,1018,1012,0.0,14,14,25,26,100,94,50,43
2017-01-01,20,16,1015.11,100,50,25,14,20,14,1018,1013,0.0,14,16,26,26,94,94,43,39
2017-01-02,20,16,1014.86,94,43,26,14,18,14,1018,1013,0.0,16,15,26,25,94,88,39,32
2017-01-03,21,16,1013.93,94,39,26,16,17,14,1017,1011,0.0,15,15,25,26,88,94,32,32
2017-01-04,20,14,1013.77,88,32,25,15,16,12,1016,1012,0.0,15,12,26,25,94,100,32,24
2017-01-05,20,14,1012.96,94,32,26,15,16,10,1016,1011,0.0,12,11,25,25,100,100,24,25
2017-01-06,18,12,1013.14,100,24,25,12,14,8,1017,1011,0.0,11,11,25,27,100,88,25,24
2017-01-07,18,11,1011.84,100,25,25,11,14,9,1015,1009,0.0,11,13,27,27,88,94,24,28
2017-01-08,19,12,1011.66,88,24,27,11,14,9,1015,1009,0.0,13,14,27,23,94,94,28,35
2017-01-09,20,13,1011.36,94,28,27,13,16,10,1015,1009,0.0,14,14,23,24,94,88,35,20
2017-01-10,18,13,1012.18,94,35,23,14,15,10,1015,1010,0.0,14,14,24,23,88,82,20,28
2017-01-11,19,13,1012.79,88,20,24,14,15,6,1016,1011,0.0,14,11,23,23,82,88,28,25
2017-01-12,18,10,1013.36,82,28,23,14,14,5,1016,1011,0.0,11,10,23,21,88,77,25,18
2017-01-13,17,8,1014.43,88,25,23,11,10,4,1018,1013,0.0,10,10,21,23,77,82,18,24
2017-01-14,16,5,1015.64,77,18,21,10,8,1,1018,1014,0.0,10,9,23,24,82,88,24,25
2017-01-15,16,8,1015.98,82,24,23,10,11,4,1019,1014,0.0,9,11,24,27,88,94,25,19
2017-01-16,16,9,1014.91,88,25,24,9,11,6,1018,1013,0.0,11,13,27,26,94,88,19,24
2017-01-17,19,11,1014.82,94,19,27,11,13,7,1017,1013,0.0,13,15,26,26,88,88,24,27
2017-01-18,20,12,1017.61,88,24,26,13,15,9,1020,1016,0.0,15,12,26,26,88,82,27,27
2017-01-19,20,12,1017.32,88,27,26,15,14,10,1020,1015,0.0,12,12,26,26,82,94,27,19
2017-01-20,19,11,1016.95,82,27,26,12,15,7,1020,1014,0.0,12,12,26,26,94,88,19,23
2017-01-21,19,11,1017.43,94,19,26,12,14,6,1021,1015,0.0,12,13,26,27,88,88,23,22
2017-01-22,19,11,1017.59,88,23,26,12,13,8,1021,1015,0.0,13,13,27,27,88,88,22,30
2017-01-23,20,12,1016.57,88,22,27,13,15,9,1020,1014,0.0,13,15,27,28,88,94,30,32
2017-01-24,20,13,1016.96,88,30,27,13,16,11,1020,1015,0.0,15,15,28,29,94,94,32,28
2017-01-25,22,15,1017.2,94,32,28,15,17,12,1020,1015,0.0,15,17,29,26,94,88,28,51
2017-01-26,22,15,1016.11,94,28,29,15,17,12,1020,1013,0.0,17,15,26,26,88,94,51,42
2017-01-27,22,17,1014.23,88,51,26,17,19,15,1017,1013,0.3,15,13,26,25,94,88,42,33
2017-01-28,20,15,1014.05,94,42,26,15,17,10,1017,1012,0.0,13,14,25,26,88,88,33,34
2017-01-29,19,13,1015.27,88,33,25,13,14,11,1019,1013,0.0,14,14,26,28,88,94,34,40
2017-01-30,20,13,1013.8,88,34,26,14,15,10,1018,1011,0.0,14,16,28,27,94,88,40,40
2017-01-31,21,15,1013.33,94,40,28,14,18,13,1016,1012,0.0,16,15,27,25,88,94,40,44
2017-02-01,22,15,1014.8,88,40,27,16,18,14,1017,1013,0.0,15,14,25,25,94,94,44,30
2017-02-02,20,15,1016.71,94,44,25,15,16,14,1020,1014,0.0,14,15,25,27,94,88,30,33
2017-02-03,20,13,1015.77,94,30,25,14,15,11,1019,1013,0.0,15,16,27,29,88,88,33,24
2017-02-04,21,14,1013.98,88,33,27,15,17,12,1017,1011,0.0,16,15,29,30,88,94,24,20
2017-02-05,22,15,1012.75,88,24,29,16,17,9,1016,1010,0.0,15,18,30,29,94,83,20,29
2017-02-06,22,14,1011.23,94,20,30,15,16,10,1014,1009,0.0,18,15,29,28,83,83,29,22
2017-02-07,24,15,1011.63,83,29,29,18,17,13,1014,1010,0.0,15,14,28,29,83,88,22,23
2017-02-08,22,12,1013.43,83,22,28,15,15,7,1017,1011,0.0,14,18,29,29,88,100,23,33
2017-02-09,22,13,1012.49,88,23,29,14,17,8,1015,1010,0.0,18,18,29,30,100,88,33,35
2017-02-10,24,16,1012.14,100,33,29,18,19,13,1015,1010,0.0,18,17,30,30,88,78,35,32
2017-02-11,24,15,1014.81,88,35,30,18,17,12,1017,1013,0.0,17,17,30,29,78,88,32,35
2017-02-12,24,15,1016.68,78,32,30,17,18,12,1020,1015,0.0,17,19,29,32,88,94,35,23
2017-02-13,23,16,1017.6,88,35,29,17,19,13,1020,1015,0.0,19,19,32,29,94,94,23,25
2017-02-14,26,17,1018.31,94,23,32,19,21,12,1021,1016,0.0,19,16,29,29,94,83,25,28
2017-02-15,24,15,1018.17,94,25,29,19,19,12,1021,1015,0.0,16,17,29,30,83,88,28,30
2017-02-16,22,14,1015.89,83,28,29,16,18,12,1019,1013,0.0,17,18,30,31,88,94,30,37
2017-02-17,24,16,1014.81,88,30,30,17,18,12,1017,1012,0.0,18,19,31,31,94,94,37,43
2017-02-18,24,18,1014.49,94,37,31,18,20,14,1018,1012,0.0,19,23,31,31,94,89,43,49
2017-02-19,25,20,1012.15,94,43,31,19,23,17,1016,1009,0.0,23,23,31,33,89,94,49,37
2017-02-20,27,21,1007.56,89,49,31,23,23,20,1011,1004,0.0,23,23,33,33,94,89,37,46
2017-02-21,28,21,1007.36,94,37,33,23,23,18,1010,1005,0.0,23,21,33,30,89,94,46,18
2017-02-22,28,22,1008.55,89,46,33,23,23,20,1011,1006,0.0,21,16,30,30,94,68,18,13
2017-02-23,26,16,1011.0,94,18,30,21,23,8,1014,1008,0.0,16,15,30,29,68,73,13,14
2017-02-24,23,10,1013.4,68,13,30,16,15,4,1017,1011,0.0,15,16,29,31,73,73,14,12
2017-02-25,22,10,1012.93,73,14,29,15,15,4,1017,1010,0.0,16,17,31,32,73,88,12,16
2017-02-26,24,11,1010.65,73,12,31,16,14,4,1013,1008,0.0,17,18,32,32,88,78,16,19
2017-02-27,24,13,1012.38,88,16,32,17,17,9,1015,1010,0.0,18,18,32,32,78,88,19,15
2017-02-28,25,13,1012.85,78,19,32,18,16,10,1016,1010,0.0,18,19,32,35,88,100,15,21
2017-03-01,25,14,1011.83,88,15,32,18,19,8,1015,1009,0.0,19,23,35,35,100,74,21,15
2017-03-02,27,17,1009.87,100,21,35,19,24,13,1014,1007,0.0,23,21,35,30,74,90,15,36
2017-03-03,29,15,1007.16,74,15,35,23,21,7,1014,1004,0.0,21,23,30,32,90,89,36,46
2017-03-04,26,19,1007.63,90,36,30,21,21,17,1011,1006,0.0,23,23,32,31,89,89,46,21
2017-03-05,28,22,1006.89,89,46,32,23,24,20,1010,1004,0.0,23,20,31,33,89,88,21,17
2017-03-06,27,18,1007.85,89,21,31,23,24,11,1011,1006,0.0,20,20,33,27,88,94,17,61
2017-03-07,26,16,1008.62,88,17,33,20,21,10,1012,1006,0.0,20,18,27,27,94,100,61,70
2017-03-08,24,20,1008.58,94,61,27,20,22,18,1011,1007,7.0,18,21,27,32,100,100,70,52
2017-03-09,22,21,1007.23,100,70,27,18,24,18,1010,1004,4.0,21,21,32,31,100,95,52,52
2017-03-10,26,22,1005.95,100,52,32,21,25,20,1009,1002,12.0,21,20,31,29,95,94,52,31
2017-03-11,26,21,1006.8,95,52,31,21,24,20,1010,1005,8.0,20,18,29,28,94,78,31,23
2017-03-12,24,18,1009.26,94,31,29,20,22,14,1012,1007,0.0,18,17,28,30,78,82,23,24
2017-03-13,23,12,1012.79,78,23,28,18,18,8,1016,1011,0.0,17,17,30,31,82,88,24,14
2017-03-14,24,13,1013.23,82,24,30,17,15,10,1016,1011,0.0,17,16,31,32,88,78,14,18
2017-03-15,24,12,1012.43,88,14,31,17,16,7,1016,1010,0.0,16,20,32,33,78,89,18,21
2017-03-16,24,12,1010.69,78,18,32,16,16,9,1014,1008,0.0,20,24,33,34,89,89,21,11
2017-03-17,26,18,1008.89,89,21,33,20,23,14,1012,1006,0.0,24,22,34,34,89,94,11,18
2017-03-18,29,20,1008.8,89,11,34,24,25,6,1011,1007,0.0,22,19,34,27,94,89,18,49
2017-03-19,28,17,1010.84,94,18,34,22,23,8,1014,1008,3.0,19,17,27,32,89,94,49,24
2017-03-20,23,18,1010.93,89,49,27,19,19,17,1013,1009,0.0,17,21,32,33,94,90,24,33
2017-03-21,24,17,1012.37,94,24,32,17,21,10,1016,1010,0.0,21,23,33,35,90,94,33,22
2017-03-22,27,20,1010.59,90,33,33,21,23,17,1014,1008,0.0,23,25,35,35,94,88,22,35
2017-03-23,29,20,1009.04,94,22,35,23,24,14,1012,1006,0.0,25,25,35,35,88,89,35,43
2017-03-24,30,21,1008.51,88,35,35,25,24,18,1011,1006,0.0,25,25,35,34,89,90,43,50
2017-03-25,30,23,1008.73,89,43,35,25,24,19,1011,1006,0.0,25,26,34,35,90,89,50,40
2017-03-26,30,23,1009.69,90,50,34,25,25,22,1012,1007,0.0,26,26,35,34,89,94,40,49
2017-03-27,30,24,1009.44,89,40,35,26,26,21,1012,1006,0.0,26,26,34,35,94,84,49,53
2017-03-28,30,24,1008.5,94,49,34,26,25,23,1011,1005,0.0,26,26,35,34,84,89,53,51
2017-03-29,30,24,1006.54,84,53,35,26,26,23,1008,1004,0.0,26,26,34,35,89,89,51,50
2017-03-30,30,24,1006.61,89,51,34,26,26,23,1009,1004,0.0,26,26,35,34,89,89,50,51
2017-03-31,30,25,1008.17,89,50,35,26,26,23,1011,1005,0.0,26,26,34,35,89,89,51,56
2017-04-01,30,24,1006.42,89,51,34,26,26,24,1009,1003,0.0,26,27,35,36,89,89,56,36
2017-04-02,30,25,1004.82,89,56,35,26,26,24,1008,1002,0.0,27,27,36,34,89,88,36,59
2017-04-03,32,23,1005.2,89,36,36,27,25,18,1008,1003,0.0,27,27,34,33,88,84,59,56
2017-04-04,30,24,1006.34,88,59,34,27,26,22,1009,1004,0.0,27,27,33,32,84,89,56,65
2017-04-05,30,25,1006.84,84,56,33,27,26,24,1009,1004,0.0,27,27,32,34,89,94,65,57
2017-04-06,30,25,1006.88,89,65,32,27,26,25,1009,1005,0.0,27,26,34,34,94,94,57,52
2017-04-07,30,25,1007.02,94,57,34,27,27,24,1010,1004,1.0,26,27,34,36,94,91,52,46
2017-04-08,30,26,1007.0,94,52,34,26,27,25,1010,1005,0.0,27,27,36,36,91,85,46,21
2017-04-09,32,25,1006.86,91,46,36,27,27,25,1010,1004,0.0,27,27,36,37,85,94,21,8
2017-04-10,32,22,1006.18,85,21,36,27,26,16,1009,1003,0.0,27,26,37,37,94,84,8,32
2017-04-11,32,18,1006.29,94,8,37,27,27,5,1009,1004,0.0,26,25,37,36,84,88,32,29
2017-04-12,32,22,1006.98,84,32,37,26,25,14,1010,1004,0.0,25,25,36,36,88,85,29,25
2017-04-13,30,21,1007.75,88,29,36,25,25,17,1011,1005,0.0,25,25,36,35,85,89,25,34
2017-04-14,30,21,1007.31,85,25,36,25,25,16,1010,1005,0.0,25,25,35,33,89,89,34,47
2017-04-15,30,22,1005.24,89,34,35,25,25,16,1008,1002,0.0,25,24,33,35,89,83,47,40
2017-04-16,29,23,1005.16,89,47,33,25,25,22,1008,1003,0.0,24,26,35,35,83,89,40,42
2017-04-17,30,22,1006.45,83,40,35,24,24,21,1009,1003,0.0,26,27,35,34,89,89,42,47
2017-04-18,30,24,1006.39,89,42,35,26,26,22,1009,1004,0.0,27,23,34,34,89,84,47,51
2017-04-19,30,26,1003.93,89,47,34,27,27,20,1007,1001,0.0,23,28,34,35,84,89,51,48
2017-04-20,28,23,1004.74,84,51,34,23,26,20,1007,1002,0.0,28,26,35,35,89,89,48,39
2017-04-21,32,26,1003.46,89,48,35,28,27,24,1006,1000,0.0,26,24,35,35,89,89,39,57
2017-04-22,30,25,1002.98,89,39,35,26,27,18,1006,1000,2.0,24,25,35,36,89,89,57,48
2017-04-23,30,25,1004.15,89,57,35,24,28,20,1007,1000,0.0,25,28,36,37,89,85,48,43
2017-04-24,30,25,1003.59,89,48,36,25,27,20,1007,1001,0.0,28,27,37,38,85,89,43,33
2017-04-25,32,26,1002.63,85,43,37,28,28,23,1005,1000,0.0,27,27,38,37,89,89,33,47
2017-04-26,32,25,1004.29,89,33,38,27,27,20,1007,1001,0.0,27,26,37,37,89,89,47,41
2017-04-27,32,25,1006.45,89,47,37,27,27,19,1009,1004,0.0,26,28,37,37,89,90,41,46
2017-04-28,32,26,1005.95,89,41,37,26,28,24,1009,1003,0.0,28,23,37,37,90,89,46,42
2017-04-29,32,26,1006.74,90,46,37,28,27,24,1010,1004,0.0,23,23,37,36,89,94,42,44
2017-04-30,30,25,1006.91,89,42,37,23,26,21,1011,1004,10.0,23,22,36,35,94,88,44,44
2017-05-01,30,22,1009.11,94,44,36,23,25,19,1013,1006,0.1,22,27,35,37,88,89,44,38
2017-05-02,28,22,1009.83,88,44,35,22,26,20,1013,1007,0.0,27,27,37,37,89,89,38,39
2017-05-03,32,25,1008.78,89,38,37,27,26,22,1012,1006,0.0,27,27,37,37,89,94,39,37
2017-05-04,32,25,1007.37,89,39,37,27,27,22,1010,1004,0.0,27,28,37,37,94,94,37,47
2017-05-05,32,25,1006.44,94,37,37,27,27,20,1009,1003,0.0,28,27,37,37,94,88,47,28
2017-05-06,32,26,1007.62,94,47,37,28,28,23,1011,1005,0.0,27,27,37,37,88,89,28,45
2017-05-07,32,24,1007.51,88,28,37,27,27,20,1011,1005,0.0,27,25,37,37,89,89,45,45
2017-05-08,32,25,1007.14,89,45,37,27,26,19,1010,1003,0.0,25,24,37,35,89,94,45,45
2017-05-09,31,23,1006.45,89,45,37,25,27,20,1009,1004,0.0,24,25,35,37,94,100,45,34
2017-05-10,30,23,1007.39,94,45,35,24,26,22,1010,1005,0.0,25,24,37,37,100,83,34,40
2017-05-11,31,25,1007.79,100,34,37,25,29,21,1012,1004,0.4,24,24,37,38,83,94,40,32
2017-05-12,30,22,1007.28,83,40,37,24,26,20,1011,1003,0.0,24,24,38,38,94,94,32,42
2017-05-13,31,24,1004.71,94,32,38,24,27,20,1008,1001,7.0,24,29,38,37,94,84,42,52
2017-05-14,31,24,1002.67,94,42,38,24,27,21,1005,1000,0.0,29,22,37,35,84,100,52,33
2017-05-15,33,26,1000.91,84,52,37,29,28,26,1004,998,0.0,22,25,35,36,100,89,33,40
2017-05-16,28,23,1001.39,100,33,35,22,27,19,1004,998,0.0,25,24,36,37,89,94,40,45
2017-05-17,30,26,1001.2,89,40,36,25,28,22,1004,998,1.0,24,26,37,39,94,89,45,34
2017-05-18,30,25,1002.85,94,45,37,24,28,23,1005,1001,0.0,26,28,39,38,89,84,34,43
2017-05-19,32,24,1003.35,89,34,39,26,28,21,1006,1001,0.0,28,27,38,38,84,89,43,37
2017-05-20,33,26,1002.06,84,43,38,28,27,22,1005,999,0.0,27,28,38,38,89,89,37,43
2017-05-21,32,25,1001.46,89,37,38,27,28,22,1004,999,0.0,28,28,38,38,89,79,43,46
2017-05-22,34,27,1002.69,89,43,38,28,28,24,1005,1000,0.0,28,29,38,37,79,84,46,37
2017-05-23,33,25,1003.31,79,46,38,28,28,23,1006,1000,0.0,29,29,37,37,84,84,37,39
2017-05-24,33,25,1003.13,84,37,37,29,28,20,1006,1001,0.0,29,26,37,37,84,89,39,43
2017-05-25,33,25,1002.66,84,39,37,29,28,21,1005,1000,0.0,26,25,37,36,89,89,43,41
2017-05-26,32,25,1002.98,89,43,37,26,27,24,1007,1000,0.2,25,25,36,38,89,94,41,39
2017-05-27,30,24,1002.49,89,41,36,25,28,23,1005,1000,5.0,25,25,38,36,94,100,39,47
2017-05-28,32,25,1001.11,94,39,38,25,26,23,1004,998,23.0,25,25,36,35,100,94,47,50
2017-05-29,30,25,998.55,100,47,36,25,27,24,1001,996,7.0,25,24,35,35,94,100,50,63
2017-05-30,30,25,996.9,94,50,35,25,26,23,1000,995,9.0,24,25,35,36,100,98,63,50
2017-05-31,30,25,1000.56,100,63,35,24,29,23,1003,998,19.0,25,24,36,36,98,94,50,50
2017-06-01,30,26,1001.25,98,50,36,25,29,24,1004,998,20.0,24,29,36,37,94,89,50,49
2017-06-02,30,26,1002.16,94,50,36,24,28,24,1005,1000,0.0,29,30,37,37,89,84,49,49
2017-06-03,33,27,1001.19,89,49,37,29,28,24,1004,999,0.0,30,28,37,37,84,89,49,42
2017-06-04,34,27,999.45,84,49,37,30,29,27,1002,997,0.0,28,25,37,36,89,94,42,44
2017-06-05,33,26,1000.74,89,42,37,28,29,23,1004,999,0.0,25,27,36,37,94,89,44,44
2017-06-06,30,25,1002.75,94,44,36,25,27,23,1004,1000,10.0,27,28,37,36,89,86,44,43
2017-06-07,32,25,1002.93,89,44,37,27,28,23,1006,1000,0.0,28,26,36,35,86,90,43,56
2017-06-08,32,25,1001.54,86,43,36,28,27,23,1004,999,0.0,26,27,35,34,90,94,56,56
2017-06-09,30,26,1000.85,90,56,35,26,27,24,1003,999,0.0,27,27,34,33,94,91,56,58
2017-06-10,30,26,999.75,94,56,34,27,28,25,1002,997,4.0,27,26,33,35,91,89,58,52
2017-06-11,30,26,996.75,91,58,33,27,28,25,999,993,2.0,26,27,35,38,89,86,52,42
2017-06-12,30,25,996.78,89,52,35,26,26,25,999,995,0.0,27,29,38,36,86,89,42,51
2017-06-13,32,26,999.11,86,42,38,27,28,24,1002,997,0.0,29,27,36,35,89,91,51,56
2017-06-14,32,27,1001.6,89,51,36,29,29,25,1004,1000,0.0,27,26,35,35,91,89,56,54
2017-06-15,31,26,1001.25,91,56,35,27,27,24,1004,999,0.0,26,28,35,37,89,85,54,46
2017-06-16,30,26,1000.73,89,54,35,26,27,24,1003,999,0.0,28,26,37,37,85,94,46,53
2017-06-17,32,26,1000.98,85,46,37,28,28,24,1003,998,4.0,26,25,37,37,94,100,53,47
2017-06-18,32,27,999.62,94,53,37,26,28,25,1002,997,0.0,25,24,37,30,100,100,47,66
2017-06-19,31,26,998.65,100,47,37,25,28,24,1002,995,0.0,24,26,30,34,100,94,66,62
2017-06-20,27,25,1000.42,100,66,30,24,26,23,1004,998,3.0,26,25,34,36,94,97,62,46
2017-06-21,30,26,999.6,94,62,34,26,28,24,1002,997,0.0,25,26,36,32,97,96,46,60
2017-06-22,30,26,999.81,97,46,36,25,28,24,1002,998,32.0,26,25,32,32,96,96,60,66
2017-06-23,29,26,999.44,96,60,32,26,28,25,1001,996,36.0,25,26,32,33,96,95,66,60
2017-06-24,28,26,997.91,96,66,32,25,26,25,1000,995,12.0,26,26,33,33,95,98,60,58
2017-06-25,30,26,998.22,95,60,33,26,27,25,1001,996,2.0,26,26,33,39,98,94,58,47
2017-06-26,30,26,999.62,98,58,33,26,27,24,1002,997,3.0,26,27,39,33,94,94,47,74
2017-06-27,29,26,1000.2,94,47,39,26,28,25,1002,997,11.0,27,27,33,33,94,94,74,66
2017-06-28,30,26,1000.5,94,74,33,27,28,25,1002,998,3.0,27,27,33,35,94,94,66,63
2017-06-29,30,27,999.84,94,66,33,27,28,26,1002,997,1.0,27,27,35,34,94,96,63,63
2017-06-30,31,27,997.64,94,63,35,27,28,26,999,995,0.0,27,26,34,31,96,97,63,81
2017-07-01,30,27,996.76,96,63,34,27,28,26,999,994,11.0,26,26,31,32,97,100,81,64
2017-07-02,28,27,997.59,97,81,31,26,28,26,999,996,39.0,26,27,32,33,100,100,64,63
2017-07-03,29,27,998.38,100,64,32,26,28,26,1001,996,3.0,27,26,33,33,100,92,63,68
2017-07-04,30,27,998.3,100,63,33,27,28,25,1000,997,10.0,26,27,33,31,92,100,68,81
2017-07-05,30,27,998.72,92,68,33,26,28,26,1001,997,0.0,27,26,31,33,100,100,81,69
2017-07-06,29,27,1000.13,100,81,31,27,28,25,1002,998,57.0,26,27,33,33,100,96,69,73
2017-07-07,30,27,1000.45,100,69,33,26,28,25,1002,999,48.0,27,27,33,34,96,91,73,58
2017-07-08,30,27,1000.57,96,73,33,27,29,26,1003,999,16.0,27,27,34,34,91,100,58,54
2017-07-09,30,26,1001.78,91,58,34,27,29,25,1004,1000,1.0,27,25,34,30,100,100,54,76
2017-07-10,30,26,1002.0,100,54,34,27,28,25,1004,1000,0.0,25,26,30,30,100,100,76,73
2017-07-11,28,26,1001.11,100,76,30,25,28,25,1003,999,30.0,26,25,30,31,100,98,73,64
2017-07-12,28,26,1001.5,100,73,30,26,27,26,1003,1000,2.0,25,26,31,33,98,94,64,58
2017-07-13,28,26,1001.02,98,64,31,25,27,25,1003,998,3.0,26,27,33,34,94,92,58,56
